Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,100,Entity parts: {'AN569': ['25']}
FN,BC546-D,BC546BZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP-HF,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,-55,Entity parts: {'D45H11FP': ['80']}
FN,BC546-D,BC547AZL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,140,Entity vals: ['100']
FN,BC546-D,BC548B,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,30,Entity vals: ['100']
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,40,Entity vals: ['140']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,80,Entity vals: ['300']
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,75,"Entity parts: {'MJE210': ['450', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC548B,5.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,200,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,BC546-D,BC546BRL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX555TA,FCX555,1.5,Entity parts: {'AP02002': ['150']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281A,45,Entity parts: {'MJW3281AG': ['230']}
FN,DIODS13249-1,BC818-25,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,500,Entity vals: ['45']
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,200,Entity parts: {'ZXTN19100C': ['100']}
FN,BC546-D,BC548BG,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_2SC4886,2SC4886,NPN,Entity parts: {'2SA1860': ['150']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,N,Entity vals: ['15']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,1.16,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302A,Y,Entity parts: {'MJW3281AG': ['230']}
FN,BC546-D,BC547BZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,20000,Entity parts: {'FMMT634QTA': ['100']}
FN,STMICROELECTRONICS_BC14116,BC141-16,175,Entity parts: {'BC161-16': ['60']}
FN,BC546-D,BC547ARL,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC546BRL1,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,200,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,75,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,50,Entity parts: {'AP02002': ['400']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918UB,10,Entity vals: ['15']
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,250,Entity vals: ['60']
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,150,"Entity parts: {'MJE210': ['450', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,300,Entity parts: {'AN569': ['25']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,15,Entity vals: ['400']
FN,CSEMS05382-1,BC547C,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC548CG,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,7,Entity vals: ['45']
FN,DIODESINCORPORATED_ZTX776,ZTX776,1,Entity vals: ['200']
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,7,Entity parts: {'FMMT597TA': ['300']}
FN,BC546-D,BC548CZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,60,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,7.0,Entity vals: ['140']
FN,ONSEMICONDUCTOR_BC489G,BC489,40,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,60,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,CSEMS03485-1,2N3906,15,Entity parts: {'2N3904': ['40']}
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,-55,Entity vals: ['300']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547BZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS03485-1,2N3905,30,Entity parts: {'2N3904': ['40']}
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,-55,Entity parts: {'MPSA92-BP': ['300']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP-HF,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547ARL,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,150,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC547,110,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC548BZL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,N,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC547ARLG,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DD26527,2DD2652,500,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODS13249-1,BC817-25,160,"Entity parts: {'BC817-16': ['25', '45']}"
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,15000,Entity vals: ['40']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,-55,Entity parts: {'2DA1213Y-13R': ['50']}
FN,BC546-D,BC548,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,5000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_FCX495TC,FCX495,Y,Entity vals: ['150']
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,50,Entity parts: {'FCX495': ['150']}
FN,BC546-D,BC546,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,150,Entity parts: {'AP02002': ['400']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,-65,Entity parts: {'2N918UB': ['15']}
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,200,"Entity vals: ['60', '80']"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX705TA,FCX705,140,Entity vals: ['120']
FN,DIODS13249-1,BC818-25,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,BC546-D,BC548BG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,10,Entity parts: {'2N918UB': ['15']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP-HF,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC548BZL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,Y,Entity parts: {'2DA1213Y-13R': ['50']}
FN,BC546-D,BC547A,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,150,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,25,Entity vals: ['15']
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,0.74,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,80,Entity parts: {'AP02002': ['40']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_2N3442G,2N3442,NPN,Entity parts: {'2N3442G': ['140']}
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,360,Entity vals: ['60']
FN,ONSEMICONDUCTOR_BC489G,BC489AG,0.5,Entity parts: {'BC489RL1G': ['80']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,Y,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,Y,Entity parts: {'AP02002': ['40']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,300,Entity vals: ['15']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,N,Entity parts: {'MPSA92-BP': ['300']}
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,Y,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,3.5,Entity vals: ['100']
FN,DIODS13249-1,BC818-16,100,"Entity parts: {'BC817-16': ['25', '45']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,NPN,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,12,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,100,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC548C,420,"Entity vals: ['30', '45', '65']"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,7,Entity parts: {'ZXTP718MATC': ['20']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,625,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC546,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,2,Entity vals: ['60']
FN,SANKEN_2SD2643,2SD2643,NPN,Entity vals: ['110']
FN,BC546-D,BC547CG,420,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,-65,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,-55,Entity vals: ['20']
FN,SANKEN_2SD2083,2SD2083,150,Entity vals: ['120']
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,170,Entity parts: {'FCX495': ['150']}
FN,SANKEN_2SC5100,2SC5100,160,Entity parts: {'2SC510': ['120']}
FN,DIODESINCORPORATED_ZTX776,ZTX776,-55,Entity vals: ['200']
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,150,Entity vals: ['20']
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,PNP,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,100,Entity vals: ['25']
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,1,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_FCX491ATA,FCX491A,-65,Entity parts: {'FCX491ATA': ['40']}
FN,BC546-D,BC546B,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,NPN,Entity vals: ['15']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,SANKEN_STD01N,STD01N,N,"Entity parts: {'STD01': ['150', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,20000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,40,Entity parts: {'FZT651TC': ['60']}
FN,BC546-D,BC548CG,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547ARLG,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,300,Entity parts: {'ZXTP26020DMF': ['20']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,NPN,Entity parts: {'2N918UB': ['15']}
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,15,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,CSEMS05382-1,BC548B,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,7,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,270,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,0.5,Entity vals: ['180']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_2N3442G,2N3442,20,Entity parts: {'2N3442G': ['140']}
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,7,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,1.25,Entity parts: {'ZXTP23140BFH': ['140']}
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,1.2,Entity vals: ['100']
FN,BC546-D,BC548B,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,-55,Entity parts: {'MMBTA06WT1': ['80']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442,10,Entity parts: {'2N3442G': ['140']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,12,Entity vals: ['230']
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,100,Entity vals: ['300']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC547BZL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,150,Entity vals: ['300']
FN,CSEMS05382-1,BC546B,200,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,STMICROELECTRONICS_D45H11FP,D45H11FP,N,Entity vals: ['80']
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,N,Entity parts: {'ZXTN19100C': ['100']}
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,200,Entity vals: ['60']
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,200,Entity vals: ['230']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,150,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,150,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,PNP,"Entity vals: ['40', '60', '80', '220', '100']"
FN,SANKEN_2SC4886,2SC4886,-55,Entity parts: {'2SA1860': ['150']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,18,Entity vals: ['400']
FN,BC546-D,BC547A,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547ARLG,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC818-40,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,806,Entity vals: ['100']
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,N,Entity vals: ['20']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,70,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,N,Entity vals: ['230']
FN,CSEMS05382-1,BC547B,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC547BRL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651,7,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,30,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,BC546-D,BC546BG,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,625,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,150,Entity vals: ['230']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,N,Entity vals: ['50']
FN,DIODESINCORPORATED_FCX555TA,FCX555,1,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,1,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,625,Entity parts: {'FMMT634QTA': ['100']}
FN,SANKEN_STD01N,STD01N,100,"Entity parts: {'STD01': ['150', '30']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,5.0,Entity vals: ['15']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,625,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UB,50,Entity parts: {'2N2484UA': ['60']}
FN,ONSEMICONDUCTOR_BC489G,BC489G,N,Entity parts: {'BC489RL1G': ['80']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,35,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,SANKEN_2SC4886,2SC4886,50,Entity parts: {'2SA1860': ['150']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442,7.5,Entity parts: {'2N3442G': ['140']}
FN,NXPUSAINC_PN2222A116,PN2222A,0.6,Entity parts: {'PN2907A': ['40']}
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,10,"Entity vals: ['60', '80']"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,STMICROELECTRONICS_D45H11FP,D45H11FP,150,Entity vals: ['80']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,60,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,150,Entity vals: ['20']
FN,ONSEMICONDUCTOR_BC489G,BC489,1.5,Entity parts: {'BC489RL1G': ['80']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,1.16,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,STMICROELECTRONICS_D45H11FP,D45H11FP,-55,Entity vals: ['80']
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,4,"Entity parts: {'MJE210': ['450', '100']}"
FN,CSEMS05382-1,BC546,80,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,N,Entity vals: ['300']
FN,BC546-D,BC548BG,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,150,Entity vals: ['180']
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,9,Entity vals: ['400']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,PNP,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,7.5,Entity vals: ['140']
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,1000,"Entity parts: {'MJE210': ['450', '100']}"
FN,SANKEN_2SD2643,2SD2643,-55,Entity vals: ['110']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,150,"Entity vals: ['200', '300']"
FN,STMICROELECTRONICS_BUV48A,BUV48A,150,Entity vals: ['450']
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,7,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,150,Entity parts: {'AN569': ['25']}
FN,DIODS13249-1,BC818-25,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_BC489G,BC489G,150,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,N,Entity vals: ['20']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,STMICROELECTRONICS_BUV48A,BUV48A,N,Entity vals: ['450']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,-55,Entity parts: {'AN569': ['25']}
FN,DIODESINCORPORATED_2DD26527,2DD2652,-55,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,DIODESINCORPORATED_FCX558TA,FCX558,100,Entity parts: {'AP02002': ['400']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,625,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,-55,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,N,Entity parts: {'FCX690B-13R': ['45']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,150,Entity parts: {'MJW3281AG': ['230']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,200,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CSEMS05382-1,BC547A,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_BC489G,BC489G,625,Entity parts: {'BC489RL1G': ['80']}
FN,BC546-D,BC547BZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,-65,Entity parts: {'FCX495': ['150']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,225,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,N,Entity parts: {'FCX705': ['120']}
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,150,Entity parts: {'FMMT597TA': ['300']}
FN,BC546-D,BC547BZL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,30,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,N,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,625,Entity vals: ['80']
FN,DIODESINCORPORATED_2DD26527,2DD2652,1.5,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,225,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,60,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,NXPUSAINC_PN2222A116,PN2222A-AP,NPN,Entity parts: {'PN2907A': ['40']}
FN,ONSEMICONDUCTOR_BC489G,BC489A,1.5,Entity parts: {'BC489RL1G': ['80']}
FN,DIODS13249-1,BC817-40,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,40,Entity parts: {'AN569': ['25']}
